contract_id,brand,model,year,power,fuel_type,current_value,color,usage,previous_claims
CTR_002759,Renault,Megane,2018.0,108 kW,Hybrid,4991.02€,,Professional,2.0
CTR_002760,Mercedes,ClasseA,2016.0,103 HP,Hybrid,5938.22€,Gray,Mixed,3.0
CTR_002764,BMW,Serie1,2012.0,119 HP,Electric,4893.88€,White,Mixed,3.0
CTR_002765,Volkswagen,Tiguan,2018.0,96 CV,Gasoline,4904.22 EUR,Black,Mixed,2.0
CTR_002766,BMW,Serie3,2021.0,106 kW,Gasoline,18151.94€,,Mixed,1.0
CTR_002770,Volkswagen,Golf,2022.0,176 HP,Diesel,12210.03€,White,Personal,2.0
CTR_002775,Peugeot,308,2024.0,172hp,Electric,14500.43€,,Personal,3.0
CTR_002777,Volkswagen,Tiguan,2023.0,148 CV,Gasoline,16166.02€,White,Mixed,3.0
CTR_002782,BMW,Serie1,2024.0,120,Hybrid,29611.15€,Red,Personal,2.0
CTR_002784,Peugeot,308,2019.0,79 kW,Electric,5213.22€,Gray,Personal,3.0
CTR_002787,Volkswagen,Polo,2021.0,152 CV,Electric,12031.52 EUR,Black,Personal,3.0
CTR_002788,Peugeot,208,2023.0,181,Electric,14185.41€,White,Professional,
CTR_002790,Peugeot,3008,2015.0,143 HP,Diesel,5219.18€,Blue,Personal,2.0
CTR_002791,Volkswagen,Tiguan,2023.0,83 kW,Gasoline,14642.89 euros,,Professional,2.0
CTR_002793,Peugeot,308,2023.0,125hp,Diesel,11315.18€,Gray,Professional,1.0
CTR_002794,Peugeot,308,2012.0,,Hybrid,5816.81 EUR,,Professional,1.0
CTR_002795,Renault,Clio,2023.0,181,Gasoline,10206.29€,Blue,Personal,
CTR_002797,BMW,Serie3,2017.0,,Diesel,$5418.02,Gray,Mixed,2.0
CTR_002800,Volkswagen,Polo,2023.0,171 HP,Electric,16318.31€,Blue,Personal,3.0
CTR_002802,Peugeot,3008,2018.0,,Gasoline,4460.24€,Gray,Personal,0.0
CTR_002807,Peugeot,208,2020.0,86 kW,Diesel,7147.42 EUR,White,Personal,0.0
CTR_002809,Volkswagen,Polo,2020.0,99,Gasoline,11347.40€,Black,Professional,1.0
CTR_002810,Volkswagen,Tiguan,2020.0,144 kW,Electric,8715.25€,Gray,Mixed,2.0
CTR_002815,Mercedes,GLA,2022.0,119,Hybrid,28603.16€,White,Mixed,1.0
CTR_002816,Renault,Clio,2017.0,131 HP,Hybrid,5223.46€,,Personal,0.0
CTR_002817,Volkswagen,Polo,2020.0,,Hybrid,8523.18€,Gray,Personal,3.0
CTR_002825,Renault,Captur,,137hp,Diesel,11448.05€,White,Mixed,1.0
CTR_002829,Peugeot,3008,2021.0,110 CV,Hybrid,9594.50€,Black,Personal,1.0
CTR_002832,Peugeot,3008,2018.0,196hp,Diesel,5799.65 EUR,,Mixed,0.0
CTR_002833,Renault,Captur,2024.0,196hp,Electric,13690.70 EUR,Blue,Mixed,1.0
CTR_002836,Volkswagen,Polo,2016.0,,Electric,4813.29€,Red,Professional,2.0
CTR_002837,Volkswagen,Tiguan,2018.0,142,Diesel,4502.75€,Black,Personal,1.0
CTR_002842,Renault,Captur,2024.0,186hp,Diesel,15303.18€,Gray,Professional,1.0
CTR_002843,BMW,Serie3,2024.0,121 HP,Hybrid,30297.19€,,Professional,2.0
CTR_002846,Peugeot,208,2024.0,,Diesel,16190.96€,Blue,Professional,1.0
CTR_002856,Volkswagen,Golf,2020.0,132 CV,Diesel,9769.79€,White,Professional,2.0
CTR_002859,BMW,X1,2019.0,180 HP,Hybrid,$12597.13,Black,Professional,1.0
CTR_002861,Peugeot,208,2020.0,132hp,Hybrid,7263,Gray,Professional,3.0
CTR_002863,Renault,Megane,2015.0,187 CV,Diesel,5319.12€,Blue,Personal,1.0
CTR_002868,Volkswagen,Polo,2010.0,118 CV,Diesel,5536.68€,Red,Mixed,
CTR_002869,Volkswagen,Golf,2018.0,112 CV,Hybrid,5903.62€,White,Personal,0.0
CTR_002875,Renault,Clio,2024.0,104 CV,Diesel,15181.94€,White,Professional,2.0
CTR_002876,Renault,Clio,2013.0,112hp,Diesel,4471.83€,,Mixed,2.0
CTR_002878,Renault,Clio,2018.0,142,Gasoline,5930.50€,,Professional,3.0
CTR_002879,Volkswagen,Polo,2016.0,145 kW,Gasoline,$4899.20,,Professional,3.0
CTR_002882,Renault,Clio,2022.0,92 CV,Gasoline,9235.94€,White,Mixed,0.0
CTR_002886,Volkswagen,Polo,2021.0,151hp,Diesel,11519.04€,Gray,Mixed,0.0
CTR_002895,Volkswagen,Polo,2023.0,100 kW,Gasoline,20923.27€,Black,Personal,1.0
CTR_002905,BMW,Serie1,2017.0,114hp,Gasoline,4625,Blue,Professional,2.0
CTR_002907,Volkswagen,Tiguan,2022.0,107 HP,Diesel,16862.55€,Gray,Personal,3.0
CTR_002910,Volkswagen,Golf,2022.0,130 CV,Gasoline,12800,White,Professional,2.0
CTR_002911,Peugeot,308,2015.0,,Electric,5546.58€,White,Personal,2.0
CTR_002915,Renault,Megane,2022.0,96hp,Gasoline,9691.01 EUR,Gray,Personal,3.0
CTR_002916,Renault,Captur,2023.0,172 HP,Hybrid,13436,Black,Personal,
CTR_002918,Peugeot,208,2021.0,134 HP,Electric,7868,,Professional,2.0
CTR_002922,Volkswagen,Tiguan,2014.0,189hp,Gasoline,4669.19 EUR,Red,Professional,3.0
CTR_002925,Volkswagen,Tiguan,2022.0,107 CV,Electric,14984.92€,,Professional,0.0
CTR_002930,Renault,Megane,2019.0,193hp,Gasoline,4526.31€,Black,Personal,0.0
CTR_002937,Renault,Captur,2012.0,90,Hybrid,4361.70€,Gray,Mixed,1.0
CTR_002938,Renault,Clio,2023.0,118,Diesel,10687.84 EUR,,Mixed,1.0
CTR_002939,Volkswagen,Golf,2023.0,,Hybrid,17469.07€,Blue,Mixed,0.0
CTR_002941,Peugeot,308,2023.0,183,Diesel,11263.15€,Gray,Mixed,3.0
CTR_002943,BMW,X1,2018.0,66 kW,Electric,11670.51 euros,,Professional,0.0
CTR_002944,Peugeot,3008,2010.0,100 HP,Gasoline,5773.86€,,Personal,0.0
CTR_002953,Renault,Clio,2018.0,184 CV,Diesel,4448.67€,Blue,Professional,2.0
CTR_002954,BMW,X1,2019.0,102hp,Hybrid,12511.58€,Black,Professional,3.0
CTR_002957,Renault,Captur,2019.0,103,Gasoline,6602.24€,Gray,Personal,3.0
CTR_002958,Volkswagen,Golf,2010.0,138 CV,Gasoline,€4599.09,White,Mixed,
CTR_002960,Peugeot,3008,2017.0,124 CV,Gasoline,4846.58€,White,Personal,3.0
CTR_002964,Peugeot,3008,2012.0,116 HP,Electric,5402.96€,Blue,Personal,0.0
CTR_002965,Peugeot,3008,2023.0,103 CV,Electric,12376.51€,Gray,Mixed,3.0
CTR_002967,Renault,Megane,2021.0,185hp,Gasoline,10402.41€,Red,Mixed,1.0
CTR_002968,Renault,Megane,,164 CV,Hybrid,5178.07€,Black,Personal,1.0
CTR_002969,Volkswagen,Golf,2011.0,,Gasoline,5134.47€,White,Mixed,0.0
CTR_002970,Volkswagen,Polo,2023.0,,Electric,17982.24 EUR,,Professional,1.0
CTR_002977,Renault,Megane,2023.0,198 CV,Electric,10408.17€,,Professional,1.0
CTR_002978,Peugeot,208,2018.0,,Diesel,5580.88€,Gray,Mixed,2.0
CTR_002979,Renault,Megane,2024.0,197hp,Hybrid,14403.84€,Red,Personal,1.0
CTR_002980,Mercedes,ClasseA,2012.0,156 HP,Gasoline,4107,White,Professional,1.0
CTR_002981,Renault,Clio,2019.0,156,Gasoline,6384,Blue,Personal,1.0
CTR_002982,BMW,Serie1,2014.0,109 CV,Electric,5458.92€,Red,Mixed,1.0
CTR_002984,BMW,X1,2019.0,165,Gasoline,12817,Gray,Mixed,2.0
CTR_002985,Volkswagen,Polo,,113hp,Hybrid,7315.33€,White,Professional,1.0
CTR_002986,Peugeot,208,2023.0,167 CV,Hybrid,13224.90€,White,Personal,2.0
CTR_002989,Volkswagen,Tiguan,2012.0,137 HP,Diesel,4014.46 euros,Gray,Mixed,3.0
CTR_002992,Renault,Megane,2019.0,158 CV,Hybrid,6293.55€,Blue,Mixed,0.0
CTR_002994,Peugeot,3008,2023.0,94 HP,Hybrid,15534.00€,,Professional,0.0
CTR_002999,Volkswagen,Golf,2018.0,116 kW,Hybrid,€5480.39,Red,Mixed,1.0
CTR_003001,Volkswagen,Golf,2021.0,,Hybrid,12987.26€,Blue,Professional,3.0
CTR_003002,Peugeot,208,2023.0,,Diesel,14835.66€,Red,Professional,2.0
CTR_003004,Peugeot,3008,2022.0,81 kW,Electric,10385.85€,Red,Professional,1.0
CTR_003005,Volkswagen,Golf,2018.0,142 HP,Electric,5581.48€,Blue,Mixed,0.0
CTR_003006,Peugeot,208,2018.0,134 kW,Hybrid,4221.99€,Blue,Mixed,1.0
CTR_003009,Renault,Clio,2014.0,141 HP,Electric,5403.82€,Blue,Mixed,0.0
CTR_003012,Peugeot,308,2022.0,171,Diesel,12735,White,Professional,3.0
CTR_003019,Peugeot,3008,2019.0,97hp,Diesel,$5456.63,Black,Professional,1.0
CTR_003023,Volkswagen,Polo,2020.0,,Gasoline,11990.87€,Black,Professional,2.0
CTR_003027,Peugeot,3008,2023.0,191 HP,Gasoline,12537.46€,White,Personal,3.0
CTR_003028,Volkswagen,Golf,2016.0,94 HP,Diesel,5844.41€,Red,Personal,3.0
CTR_003032,BMW,X1,2018.0,200 HP,Hybrid,11368.68€,,Professional,1.0
CTR_003034,Peugeot,208,2020.0,,Electric,€8707.61,White,Professional,2.0
CTR_003036,Volkswagen,Tiguan,2022.0,158 HP,Diesel,17207.31€,Blue,Mixed,2.0
CTR_003038,Renault,Captur,2014.0,66 kW,Electric,4578.75€,Red,Professional,3.0
CTR_003042,Volkswagen,Tiguan,2019.0,153 HP,Gasoline,7575.32 EUR,Blue,Professional,3.0
CTR_003045,Volkswagen,Tiguan,2020.0,96,Electric,9318.66€,Red,Professional,1.0
CTR_003047,Renault,Clio,2024.0,95 kW,Electric,13185,Red,Professional,3.0
CTR_003048,Volkswagen,Polo,2023.0,133 kW,Gasoline,18035.81€,,Professional,1.0
CTR_003053,Peugeot,308,2022.0,117hp,Diesel,13059.98€,Black,Professional,1.0
CTR_003055,Peugeot,208,2024.0,194hp,Hybrid,15283.10€,Blue,Mixed,3.0
CTR_003056,Volkswagen,Tiguan,2022.0,117,Electric,16395.85€,Black,Mixed,3.0
CTR_003063,Mercedes,GLA,2015.0,,Electric,4271.58€,,Mixed,2.0
CTR_003065,BMW,Serie1,2022.0,,Diesel,31277.00€,Black,Professional,0.0
CTR_003067,Renault,Clio,2021.0,,Gasoline,$10183.92,Blue,Mixed,3.0
CTR_003069,Peugeot,3008,2018.0,,Electric,5551.62 euros,Gray,Professional,
CTR_003071,Renault,Clio,2018.0,124,Hybrid,5997.13€,White,Professional,3.0
CTR_003072,Peugeot,3008,2024.0,85 kW,Diesel,17158.35€,Red,Professional,2.0
CTR_003077,Volkswagen,Golf,,72 kW,Electric,5008.74€,White,Professional,2.0
CTR_003084,Volkswagen,Tiguan,2013.0,120 kW,Gasoline,5736.08€,Black,Mixed,3.0
CTR_003088,Renault,Megane,2023.0,91 kW,Gasoline,13103.19€,Red,Professional,3.0
CTR_003089,Mercedes,GLA,2010.0,104,Electric,5460.04€,Blue,Professional,3.0
CTR_003093,BMW,X1,2021.0,182 CV,Diesel,23630.16€,White,Mixed,0.0
CTR_003094,Volkswagen,Golf,2018.0,,Hybrid,5124.30€,Black,Professional,3.0
CTR_003095,Peugeot,308,2018.0,139hp,Diesel,4668.95 euros,White,Professional,3.0
CTR_003097,Renault,Megane,2011.0,162 CV,Gasoline,5116.68 euros,Black,Personal,2.0
CTR_003098,Renault,Megane,2019.0,99hp,Gasoline,6437.93€,White,Mixed,
CTR_003103,Volkswagen,Tiguan,2019.0,97hp,Gasoline,7848.14€,Black,Personal,1.0
CTR_003104,Peugeot,3008,2011.0,99 CV,Hybrid,5081.13€,White,Mixed,1.0
CTR_003105,Volkswagen,Golf,2011.0,198,Diesel,4738.19€,Red,Professional,3.0
CTR_003107,Volkswagen,Tiguan,2021.0,92hp,Electric,10332.85€,Blue,Mixed,2.0
CTR_003111,Peugeot,3008,2011.0,186 CV,Gasoline,5287.08 euros,Blue,Mixed,3.0
CTR_003112,Renault,Megane,2010.0,,Hybrid,5131.87 EUR,,Personal,0.0
CTR_003113,Volkswagen,Tiguan,,,Gasoline,5956.51 euros,Gray,Professional,1.0
CTR_003117,Peugeot,208,2022.0,138 CV,Diesel,11436.33€,Red,Mixed,3.0
CTR_003123,Peugeot,3008,2012.0,,Diesel,5069.90€,Black,Mixed,0.0
CTR_003131,Peugeot,208,2020.0,200 CV,Diesel,7120.66€,White,Professional,3.0
CTR_003133,Volkswagen,Tiguan,2023.0,116 CV,Gasoline,14781.18€,Blue,Mixed,0.0
CTR_003140,Peugeot,208,2024.0,70 kW,Diesel,16245.44 euros,Blue,Mixed,1.0
CTR_003141,Peugeot,208,2018.0,99 CV,Hybrid,5616.83€,,Personal,2.0
CTR_003153,Peugeot,208,2012.0,,Electric,5739.40€,Black,Personal,3.0
CTR_003154,Renault,Captur,2022.0,150hp,Diesel,10232.58€,,Mixed,3.0
CTR_003156,Mercedes,ClasseC,2018.0,176,Diesel,12111.97€,Black,Personal,
CTR_003158,Volkswagen,Golf,2017.0,107 HP,Gasoline,€4525.38,,Personal,1.0
CTR_003168,Volkswagen,Tiguan,2019.0,198,Hybrid,7208.93€,Red,Professional,3.0
CTR_003171,Peugeot,208,2024.0,124,Gasoline,17974.35€,White,Professional,1.0
CTR_003172,Peugeot,3008,2022.0,,Hybrid,12993.44€,Black,Personal,2.0
CTR_003173,Renault,Megane,2020.0,158 HP,Electric,6570.09€,Black,Professional,1.0
CTR_003174,Peugeot,208,2024.0,179 CV,Diesel,14600,Gray,Professional,3.0
CTR_003179,Renault,Captur,2021.0,139 kW,Hybrid,€9192.85,White,Mixed,0.0
CTR_003182,Renault,Clio,2020.0,175hp,Electric,5861,Gray,Mixed,1.0
CTR_003184,Renault,Clio,2020.0,82 kW,Diesel,8617.40€,Blue,Professional,1.0
CTR_003186,Peugeot,208,2021.0,122,Gasoline,8097.68€,Blue,Mixed,
CTR_003187,Renault,Clio,2022.0,116,Hybrid,11990.17 EUR,Black,Mixed,0.0
CTR_003190,Volkswagen,Golf,2024.0,96 HP,Electric,23807.44€,Blue,Professional,3.0
CTR_003192,Volkswagen,Polo,,108hp,Hybrid,5408.46 euros,Black,Personal,1.0
CTR_003194,Volkswagen,Golf,2021.0,199 HP,Hybrid,15189.45 EUR,Red,Personal,1.0
CTR_003196,Renault,Captur,2023.0,176hp,Gasoline,9953.03 EUR,,Personal,3.0
CTR_003198,Peugeot,3008,2022.0,97hp,Electric,10736,Gray,Professional,3.0
CTR_003200,Volkswagen,Golf,2023.0,96,Electric,17434.22€,Blue,Personal,0.0
CTR_003202,Volkswagen,Tiguan,2023.0,193hp,Electric,19591.90€,Black,Professional,2.0
CTR_003205,Peugeot,308,2016.0,167 CV,Electric,5309.06€,Black,Personal,1.0
CTR_003207,Renault,Captur,2010.0,,Diesel,5472.02€,White,Mixed,2.0
CTR_003208,Volkswagen,Tiguan,2024.0,124 kW,Hybrid,17157,,Mixed,2.0
CTR_003210,Peugeot,308,2024.0,,Gasoline,17068.59€,White,Personal,3.0
CTR_003214,Peugeot,208,2017.0,119hp,Hybrid,5644.45€,Black,Personal,1.0
CTR_003215,BMW,Serie1,2011.0,140 HP,Diesel,€5537.82,,Professional,1.0
CTR_003218,Renault,Captur,2012.0,162hp,Electric,5635.90€,Blue,Professional,1.0
CTR_003220,Volkswagen,Golf,2011.0,119 kW,Diesel,4427.19€,Gray,Mixed,2.0
CTR_003223,Peugeot,3008,2020.0,189 CV,Hybrid,6677.63€,Gray,Personal,3.0
CTR_003224,Peugeot,208,2021.0,173hp,Electric,11117.04 EUR,White,Professional,
CTR_003231,Volkswagen,Polo,2015.0,,Gasoline,5914.02€,Red,Mixed,2.0
CTR_003237,BMW,X1,2019.0,139 kW,Electric,13575.89€,,Mixed,3.0
CTR_003238,Volkswagen,Polo,2020.0,195 CV,Hybrid,10179.52€,White,Personal,0.0
CTR_003239,Peugeot,208,2021.0,181 HP,Electric,10525.35€,Black,Personal,3.0
CTR_003242,Peugeot,208,2021.0,98 HP,Electric,9580.80€,White,Professional,3.0
CTR_003245,Mercedes,ClasseC,2011.0,123hp,Electric,4627.11€,Blue,Professional,3.0
CTR_003250,Renault,Megane,,106hp,Electric,4380,White,Mixed,1.0
CTR_003254,Renault,Clio,2018.0,111 CV,Hybrid,4045.30€,White,Professional,1.0
CTR_003256,Renault,Captur,2012.0,163 CV,Gasoline,5175.40€,Gray,Personal,1.0
CTR_003259,BMW,X1,2023.0,135hp,Hybrid,26391.34€,Red,Professional,1.0
CTR_003261,BMW,Serie1,2018.0,135 kW,Hybrid,11204.74€,Blue,Mixed,
CTR_003262,Peugeot,308,2018.0,101 CV,Diesel,5965.74€,White,Professional,0.0
CTR_003265,Renault,Megane,2021.0,157hp,Diesel,8808,Red,Professional,0.0
CTR_003269,Volkswagen,Golf,2021.0,191,Electric,10831.72€,White,Professional,3.0
CTR_003271,Renault,Captur,2023.0,128,Diesel,12729.11€,Black,Mixed,3.0
CTR_003272,Mercedes,ClasseC,2024.0,112 kW,Hybrid,41182.06€,Gray,Mixed,0.0
CTR_003273,Volkswagen,Tiguan,2019.0,112,Electric,6826.73 EUR,Black,Mixed,0.0
CTR_003281,BMW,Serie1,2022.0,131,Electric,28163.34€,Red,Professional,3.0
CTR_003282,Volkswagen,Tiguan,2015.0,158 CV,Diesel,4632.13€,,Personal,1.0
CTR_003285,Volkswagen,Golf,2023.0,153hp,Diesel,20032.26 euros,Blue,Mixed,2.0
CTR_003288,Volkswagen,Golf,2020.0,137 HP,Hybrid,10765,Blue,Mixed,3.0
CTR_003289,Volkswagen,Golf,2024.0,105 CV,Diesel,19463.61€,,Professional,2.0
CTR_003292,Renault,Captur,2024.0,99hp,Diesel,16594.58€,Gray,Personal,3.0
CTR_003293,Peugeot,308,2010.0,149 CV,Hybrid,4982.45€,,Personal,2.0
CTR_003297,Renault,Clio,2023.0,126 kW,Hybrid,14228,Black,Professional,1.0
CTR_003298,Renault,Captur,2024.0,88 kW,Electric,12680.14€,Blue,Mixed,3.0
CTR_003304,Peugeot,208,2020.0,119 HP,Hybrid,7618.34€,Black,Personal,1.0
CTR_003310,Renault,Captur,2014.0,137 HP,Hybrid,4167,Gray,Professional,2.0
CTR_003312,Peugeot,308,2021.0,135 HP,Hybrid,9303.39€,Red,Professional,3.0
CTR_003319,Volkswagen,Tiguan,2011.0,125 kW,Gasoline,5788.99€,Gray,Professional,3.0
CTR_003320,Renault,Megane,2018.0,92,Gasoline,5658,Blue,Personal,2.0
CTR_003324,Volkswagen,Golf,2020.0,133hp,Gasoline,12378,Red,Personal,3.0
CTR_003327,Renault,Captur,2011.0,95 kW,Gasoline,5499.47 euros,Gray,Mixed,2.0
CTR_003330,Volkswagen,Polo,2012.0,166 HP,Gasoline,4542.98€,Gray,Professional,3.0
CTR_003331,Mercedes,ClasseA,2014.0,150hp,Diesel,4321.66€,White,Mixed,3.0
CTR_003334,Peugeot,3008,2021.0,,Gasoline,8369.34€,Red,Personal,1.0
CTR_003335,Peugeot,3008,2018.0,,Hybrid,5322.77€,Blue,Mixed,0.0
CTR_003340,Volkswagen,Polo,2024.0,113hp,Diesel,19057.98€,White,Mixed,0.0
CTR_003343,Renault,Clio,2014.0,172hp,Diesel,4828.07€,,Professional,1.0
CTR_003346,Renault,Megane,2018.0,,Hybrid,5721.15€,White,Professional,
CTR_003348,Renault,Clio,2018.0,,Electric,5453.33€,Blue,Personal,
CTR_003351,Peugeot,308,2018.0,126 kW,Hybrid,€4418.55,Red,Mixed,1.0
CTR_003353,Renault,Clio,2018.0,91 CV,Hybrid,4342.20 EUR,White,Mixed,3.0
CTR_003354,Renault,Captur,2023.0,184 CV,Electric,13906.48€,Gray,Mixed,1.0
CTR_003355,Peugeot,3008,2010.0,74 kW,Hybrid,5907.22€,,Personal,0.0
CTR_003360,Volkswagen,Polo,2024.0,97 kW,Electric,17481.14€,Gray,Personal,0.0
CTR_003362,Renault,Megane,2018.0,190 CV,Diesel,5903.52€,White,Professional,3.0
CTR_003366,Volkswagen,Polo,2023.0,95 kW,Electric,17105.35€,Blue,Professional,2.0
CTR_003370,BMW,X1,,96 CV,Gasoline,30916.21€,White,Professional,1.0
CTR_003372,Renault,Captur,2023.0,98 HP,Electric,13556.22€,,Mixed,1.0
CTR_003375,Renault,Clio,2019.0,188,Hybrid,6507.45€,Blue,Personal,2.0
CTR_003382,Renault,Captur,2024.0,,Electric,14812.83€,Blue,Mixed,3.0
CTR_003384,Volkswagen,Golf,2013.0,112,Gasoline,4314.02€,Black,Professional,0.0
CTR_003390,Renault,Megane,2021.0,140,Electric,7384,Black,Professional,3.0
CTR_003394,Renault,Captur,2019.0,192,Electric,5884.73€,Gray,Mixed,2.0
CTR_003401,Peugeot,3008,2024.0,90 HP,Gasoline,12350.13 euros,Black,Personal,2.0
CTR_003406,Renault,Clio,,105 kW,Electric,5008.61€,Black,Professional,
CTR_003410,BMW,Serie1,2021.0,120hp,Diesel,19767.82€,Gray,Personal,2.0
CTR_003411,Volkswagen,Golf,2022.0,183hp,Electric,14756.79€,Blue,Personal,2.0
CTR_003413,Peugeot,308,2014.0,154,Diesel,5194.76€,Gray,Mixed,
CTR_003418,Peugeot,308,2013.0,197hp,Electric,$6404.56,Blue,Personal,
CTR_003424,BMW,X1,2021.0,141 kW,Electric,26308.28€,Black,Professional,
CTR_003426,Volkswagen,Golf,2012.0,,Gasoline,5964,Red,Professional,2.0
CTR_003431,Volkswagen,Golf,2020.0,181 CV,Electric,11497.51€,Gray,Professional,2.0
CTR_003432,Peugeot,308,2018.0,93,Hybrid,5842.59€,Gray,Professional,3.0
CTR_003435,Peugeot,3008,2015.0,109 CV,Gasoline,5581,,Personal,
CTR_003438,BMW,Serie1,2016.0,,Electric,5821,White,Professional,1.0
CTR_003439,Peugeot,208,2024.0,69 kW,Electric,12625.05€,Black,Personal,3.0
CTR_003440,Renault,Clio,2023.0,137,Gasoline,14594.64€,White,Personal,0.0
CTR_003442,Renault,Megane,2022.0,121 HP,Electric,9510.30€,Blue,Personal,0.0
CTR_003443,Renault,Megane,2022.0,134,Electric,10931.41€,Red,Personal,1.0
CTR_003452,Renault,Clio,2023.0,174 HP,Diesel,12402.93€,Gray,Professional,0.0
CTR_003453,Renault,Megane,2024.0,129,Electric,14360.99 euros,White,Mixed,2.0
CTR_003454,BMW,Serie1,2022.0,185 CV,Diesel,28749.59€,Black,Professional,0.0
CTR_003455,Volkswagen,Golf,2023.0,172 CV,Hybrid,17878.77€,Black,Professional,2.0
CTR_003459,Mercedes,GLA,2017.0,185hp,Diesel,6883.19€,Gray,Mixed,3.0
CTR_003460,Peugeot,3008,2021.0,187,Electric,9732.05€,Gray,Professional,0.0
CTR_003463,Peugeot,3008,2020.0,195 HP,Electric,6277.57€,,Mixed,0.0
CTR_003465,BMW,X1,2019.0,,Diesel,14713,Black,Personal,1.0
CTR_003467,Renault,Clio,2023.0,152,Diesel,12592.03€,Red,Professional,1.0
CTR_003472,Renault,Captur,2024.0,165 CV,Hybrid,14480.73 EUR,Black,Professional,3.0
CTR_003475,Volkswagen,Golf,2019.0,176hp,Hybrid,6404,,Mixed,2.0
CTR_003479,Volkswagen,Polo,2022.0,127 HP,Electric,15009,White,Personal,3.0
CTR_003483,BMW,Serie3,2022.0,70 kW,Diesel,30589.76€,Black,Mixed,1.0
CTR_003489,Mercedes,ClasseA,2018.0,179 HP,Electric,10449.85€,White,Professional,1.0
CTR_003493,Peugeot,308,2019.0,147 HP,Electric,5867.72€,Gray,Personal,0.0
CTR_003495,Peugeot,3008,2023.0,,Electric,11206.51 EUR,White,Personal,0.0
CTR_003497,Renault,Captur,,166 HP,Gasoline,$7848.59,Gray,Personal,2.0
CTR_003502,BMW,Serie1,2022.0,145 CV,Gasoline,25491.08€,Black,Professional,2.0
CTR_003503,Renault,Clio,2022.0,128 kW,Hybrid,12270.22€,Black,Professional,
CTR_003507,Peugeot,208,2018.0,95,Hybrid,4070.88€,Blue,Personal,3.0
CTR_003508,BMW,Serie3,2016.0,137 kW,Hybrid,5902,Red,Personal,1.0
CTR_003509,Renault,Captur,2020.0,135 CV,Diesel,7502.49€,,Mixed,
CTR_003510,Volkswagen,Polo,2024.0,,Gasoline,20237.08€,White,Mixed,2.0
CTR_003515,Volkswagen,Tiguan,2018.0,129,Electric,6465.09€,Gray,Mixed,1.0
CTR_003516,Peugeot,3008,2023.0,103 kW,Diesel,11568.53 euros,Gray,Personal,2.0
CTR_003518,Peugeot,308,2023.0,183 HP,Electric,11663.59€,Blue,Professional,2.0
CTR_003519,Peugeot,308,,94 CV,Diesel,5748.85€,White,Mixed,3.0
CTR_003520,Renault,Clio,2023.0,133 HP,Electric,14436.30 euros,Black,Professional,2.0
CTR_003524,Renault,Clio,2019.0,106 CV,Gasoline,6356.70€,Blue,Mixed,0.0
CTR_003529,Peugeot,308,,194 CV,Gasoline,10777.88€,Gray,Personal,1.0
CTR_003531,Renault,Captur,2018.0,145 CV,Gasoline,5304.14€,Blue,Mixed,3.0
CTR_003537,Peugeot,3008,2021.0,107,Gasoline,9412.37€,White,Professional,3.0
CTR_003540,Renault,Clio,2024.0,97 kW,Diesel,15723.82€,,Professional,0.0
CTR_003543,Renault,Captur,2024.0,,Gasoline,12085.55 euros,Black,Personal,3.0
CTR_003544,Renault,Clio,2022.0,175 CV,Electric,12428.94€,Red,Personal,2.0
CTR_003547,Renault,Clio,2018.0,154 HP,Gasoline,4670.80€,Black,Mixed,3.0
CTR_003551,Volkswagen,Tiguan,2019.0,185 CV,Electric,7434.33€,White,Mixed,0.0
CTR_003553,Renault,Captur,2018.0,134,Hybrid,4356.85€,Gray,Personal,2.0
CTR_003555,Renault,Megane,2019.0,188hp,Electric,4495.57€,,Professional,
CTR_003556,Volkswagen,Tiguan,2018.0,,Diesel,5180.54€,White,Personal,
CTR_003557,Volkswagen,Tiguan,2018.0,137 CV,Diesel,4812.25€,Black,Mixed,1.0
CTR_003558,Renault,Captur,2023.0,140 kW,Diesel,13493.55€,White,Mixed,3.0
CTR_003563,Volkswagen,Tiguan,2021.0,116 kW,Diesel,14113.99€,Gray,Mixed,2.0
CTR_003567,Renault,Megane,2015.0,145hp,Gasoline,5655.86€,Gray,Mixed,3.0
CTR_003569,Peugeot,308,2024.0,151 CV,Diesel,12032.65€,Gray,Personal,3.0
CTR_003575,Peugeot,208,2020.0,192hp,Gasoline,7336.63€,Black,Mixed,1.0
CTR_003578,Peugeot,3008,2015.0,123 CV,Diesel,4011.62€,,Professional,3.0
CTR_003581,Volkswagen,Tiguan,2015.0,99 kW,Electric,5015.43€,Red,Professional,
CTR_003586,Renault,Megane,2023.0,158,Electric,14335.59€,Black,Personal,2.0
CTR_003589,Mercedes,ClasseA,2020.0,119hp,Electric,20033.65 EUR,Black,Professional,2.0
CTR_003590,Peugeot,3008,2014.0,196hp,Hybrid,5747.33€,Red,Personal,1.0
CTR_003596,Peugeot,208,2023.0,130 kW,Electric,15563.22€,,Mixed,3.0
CTR_003597,Peugeot,208,2018.0,132 HP,Diesel,4475.73 EUR,,Mixed,1.0
CTR_003598,Renault,Megane,2022.0,,Electric,8555.22€,,Professional,3.0
CTR_003600,Renault,Clio,2022.0,162hp,Diesel,11659.61€,Gray,Professional,
CTR_003603,Renault,Captur,2010.0,142 kW,Hybrid,5158.02€,Black,Professional,3.0
